,OTU,Sample,Abundance,Group,Smple.ID,Treatment,Rep,Year_Month,Season,Location,Season_Location,Season_Year_Location,Year,Ph,TotalN,GravSoilMois,organicmatter,RespiredC,satH,satCa,satMg,satK,satNa,Kingdom,Phylum,Class,Order,Family,Genus,Taxonomy,,,Genus1
104711,Otu014,BDM09160010BF,0.03417297,BDM09160010BF,203,Weedguard,2,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.75,25,11.95402299,1.4,8.440390176,34,51,9,5,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104712,Otu014,BDM09150008BF,0.033760986,BDM09150008BF,201,PLA/PHA,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.72,32,8.326771648,1.7,2.874319212,77,18,3,2,0,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104713,Otu014,BDM09150006BF,0.033621352,BDM09150006BF,107,Organix,1,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.255,18,9.784606567,1.7,3.772583098,61,32,5,2,0,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104714,Otu014,BDM05150021BF,0.033424978,BDM05150021BF,308,Organix,3,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,5.07,34,12.45972073,1.4,6.542633109,36,52,7,4,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104715,Otu014,BDM09160017BF,0.032828173,BDM09160017BF,304,Polyethylene,3,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.3,26,4.608294931,1.3,1.992949429,40,47,9,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104716,Otu014,BDM09160011BF,0.031755945,BDM09160011BF,204,BioAgri,2,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.55,38,11.35802469,1.4,6.877378118,65,27,5,2,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104717,Otu014,BDM09160021BF,0.031154561,BDM09160021BF,308,Organix,3,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.85,22,11.81102362,1.5,7.294172905,50,39,5,5,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104718,Otu014,BDM05150018BF,0.031099834,BDM05150018BF,305,BioAgri,3,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,6.085,25,13.89172625,1.3,58.71768632,29,57,11,2,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104719,Otu014,BDM09160009BF,0.03096285,BDM09160009BF,202,No Mulch,2,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6.05,21,11.45038168,1.4,7.863050937,28,56,11,4,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104720,Otu014,BDM05160035BF,0.030433844,BDM05160035BF,108,Polyethylene,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.025,NA,11.47540984,NA,3.978473604,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104721,Otu014,BDM09160003BF,0.030069336,BDM09160003BF,103,PLA/PHA,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.85,35,8.8,1.5,3.830969423,62,30,5,2,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104722,Otu014,BDM09160012BF,0.029994762,BDM09160012BF,205,Organix,2,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.75,29,11.87335092,1.4,6.337790958,57,34,5,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104723,Otu014,BDM09160002BF,0.029773097,BDM09160002BF,102,BioAgri,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.5,66,9.73871734,1.3,11.76406287,54,36,5,4,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104724,Otu014,BDM09160008BF,0.029564677,BDM09160008BF,201,PLA/PHA,2,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.65,30,9.635416667,1.7,10.68624742,49,39,7,4,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104725,Otu014,BDM09160006BF,0.02892797,BDM09160006BF,107,Organix,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6.1,29,10.77348066,1.5,7.504353114,48,41,6,4,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104726,Otu014,BDM09160005BF,0.028326417,BDM09160005BF,106,No Mulch,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6.05,43,12.95843521,1.7,10.45869367,36,51,7,5,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104727,Otu014,BDM05160049BF,0.027841936,BDM05160049BF,308,Organix,3,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.63,NA,10.16483516,NA,2.302212417,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104728,Otu014,BDM05150013BF,0.027746333,BDM05150013BF,206,Naturecycle,2,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,5.285,44,14.81108312,1.5,3.081614173,16,69,11,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104729,Otu014,BDM09150013BF,0.02669015,BDM09150013BF,206,Naturecycle,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.635,30,7.38246724,1.7,4.205137418,58,36,4,2,0,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104730,Otu014,BDM05150020BF,0.026666937,BDM05150020BF,307,No Mulch,3,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.955,44,11.95097038,1.2,4.254159679,41,45,10,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104731,Otu014,BDM05160046BF,0.026272068,BDM05160046BF,305,BioAgri,3,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.815,NA,12.77777778,NA,3.100253868,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104732,Otu014,BDM09160001BF,0.026210708,BDM09160001BF,101,Weedguard,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6,41,12.15277778,1.5,13.16544047,67,25,4,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104733,Otu014,BDM09160007BF,0.026067073,BDM09160007BF,108,Polyethylene,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6.25,18,6.796116505,1.6,3.419081186,43,46,5,5,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104734,Otu014,BDM05160041BF,0.025681744,BDM05160041BF,206,Naturecycle,2,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.865,NA,14.64788732,NA,3.720813535,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104735,Otu014,BDM09160018BF,0.024372386,BDM09160018BF,305,BioAgri,3,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.6,41,12.44131455,1.4,5.694544872,25,60,10,4,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104736,Otu014,BDM09150018BF,0.02275359,BDM09150018BF,305,BioAgri,3,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.645,34,7.81809659,1.5,3.554815248,57,33,6,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104737,Otu014,BDM09150020BF,0.020533114,BDM09150020BF,307,No Mulch,3,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.795,9,5.342924525,1.3,2.678001119,33,51,8,5,3,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104738,Otu014,BDM05160048BF,0.019534046,BDM05160048BF,307,No Mulch,3,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.855,NA,9.56284153,NA,2.473600648,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104739,Otu014,BDM09160013BF,0.019474322,BDM09160013BF,206,Naturecycle,2,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.85,22,12.41534989,1.5,6.538843307,36,53,7,4,0,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104743,Otu014,BDM05160042BF,0.017400519,BDM05160042BF,207,Polyethylene,2,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.68,NA,11.29476584,NA,1.428191409,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104744,Otu014,BDM05150014BF,0.017272342,BDM05150014BF,207,Polyethylene,2,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,5.68,32,12.97297297,1.2,2.031066566,48,41,7,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104748,Otu014,BDM09150014BF,0.016806723,BDM09150014BF,207,Polyethylene,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.77,10,8.11326229,1.4,2.126025984,51,42,5,2,0,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104754,Otu014,BDM09160020BF,0.015994721,BDM09160020BF,307,No Mulch,3,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6.2,13,10.99744246,1.2,9.214743534,39,49,7,4,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104757,Otu014,BDM09160014BF,0.015588429,BDM09160014BF,207,Polyethylene,2,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6.15,11,6.352941176,1.3,1.881158089,43,48,6,3,0,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104761,Otu014,BDM05150019BF,0.01509473,BDM05150019BF,306,PLA/PHA,3,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,5.665,23,12.65822785,1.2,3.194189598,29,54,13,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104764,Otu014,BDM05160047BF,0.014974588,BDM05160047BF,306,PLA/PHA,3,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,7.025,NA,12.39669421,NA,3.400088279,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104775,Otu014,BDM09160019BF,0.014163614,BDM09160019BF,306,PLA/PHA,3,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6,22,11.5942029,1.3,6.910266688,14,68,12,5,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104808,Otu014,BDM09150019BF,0.011782906,BDM09150019BF,306,PLA/PHA,3,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.98,23,7.592589615,1.3,0.982374678,31,52,9,7,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104740,Otu014,BDM05150038BF,0.018032502,BDM05150038BF,203,Weedguard,2,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,21,19.98577525,2.4,13.09500205,36,49,8,6,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104741,Otu014,BDM05160017BF,0.017784803,BDM05160017BF,304,Polyethylene,3,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.90078485,NA,8.683090529,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104742,Otu014,BDM05150040BF,0.017691287,BDM05150040BF,205,Organix,2,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,7,20.49736247,2.4,10.67141111,57,33,6,3,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104745,Otu014,BDM05150045BF,0.017194347,BDM05150045BF,304,Polyethylene,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.1,12,21.83908046,2.4,20.14142608,49,39,7,4,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104746,Otu014,BDM05160003BF,0.016932029,BDM05160003BF,103,PLA/PHA,1,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.52535568,NA,5.725974561,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104747,Otu014,BDM05150046BF,0.016859955,BDM05150046BF,305,BioAgri,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.1,9,21.76165803,2.5,16.13511783,49,39,7,4,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104749,Otu014,BDM05150032BF,0.01645717,BDM05150032BF,105,Naturecycle,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.1,9,21.76470588,2.2,10.92703873,35,50,9,5,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104750,Otu014,BDM05150036BF,0.016405401,BDM05150036BF,201,PLA/PHA,2,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,16,23.60604482,2.3,14.17316835,27,56,10,6,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104751,Otu014,BDM05160020BF,0.016268234,BDM05160020BF,307,No Mulch,3,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,23.28824976,NA,6.99692159,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104752,Otu014,BDM05160018BF,0.016108908,BDM05160018BF,305,BioAgri,3,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,30.57552804,NA,5.577236193,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104753,Otu014,BDM05160012BF,0.016045693,BDM05160012BF,205,Organix,2,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.23850461,NA,5.651313004,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104755,Otu014,BDM05150039BF,0.015921818,BDM05150039BF,204,BioAgri,2,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.1,15,21.25765164,2.3,15.54256075,34,51,8,6,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104756,Otu014,BDM05150048BF,0.015594849,BDM05150048BF,307,No Mulch,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,6,28.02547771,2.3,17.10240846,49,39,7,4,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104758,Otu014,BDM05150031BF,0.015545288,BDM05150031BF,103,PLA/PHA,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,13,22.22222222,2.2,12.95169094,34,51,9,5,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104759,Otu014,BDM05160011BF,0.015307996,BDM05160011BF,204,BioAgri,2,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.06501976,NA,4.523033984,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104760,Otu014,BDM05160006BF,0.015268485,BDM05160006BF,107,Organix,1,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.10840242,NA,-0.096103125,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104762,Otu014,BDM05150034BF,0.015056434,BDM05150034BF,107,Organix,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,8,22.42647059,2.2,10.94679646,34,52,9,4,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104763,Otu014,BDM05150049BF,0.015055955,BDM05150049BF,308,Organix,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.3,12,22.6744186,2.4,15.37231109,42,46,7,4,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104765,Otu014,BDM05150035BF,0.014848853,BDM05150035BF,108,Polyethylene,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,6,21.49333333,2.5,13.10261405,36,50,8,5,1,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104766,Otu014,BDM09150037BF,0.014847786,BDM09150037BF,202,No Mulch,2,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.8,72,19.48927969,2.4,3.353531009,63,31,4,2,0,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
104767,Otu014,BDM05160004BF,0.014847088,BDM05160004BF,105,Naturecycle,1,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.4730891,NA,5.134057424,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,Spartobacteria_genera_incertae_sedis,,,Spartobacteria
